neighbor;price;days_in_market;expenses;util;n_bathrooms;n_rooms;parking;scraping_day;longitude;latitude;price_util
asa sul;3200.0;13.0;;100.0;2.0;3.0;2.0;2020-03-23;-47.8706327579996;-15.8689720469996;32.0
asa norte;5500.0;27.0;1150.0;158.0;2.0;2.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;34.81012658227848
aguas sul;1500.0;12.0;463.0;65.0;1.0;2.0;2.0;2020-03-23;-48.0388149269996;-15.8408951689996;23.076923076923077
guara ii;3100.0;31.0;;185.0;2.0;3.0;2.0;2020-03-23;-48.0769570409996;-15.8112350469996;16.756756756756758
setor habitacional jardim botanico;4100.0;54.0;;250.0;3.0;3.0;3.0;2020-03-23;-47.9300930139996;-15.779971905999599;16.4
aguas norte;3500.0;9.0;917.0;115.0;3.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;30.434782608695652
sudoeste;2500.0;365.0;675.0;100.0;2.0;2.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;25.0
asa norte;4700.0;3.0;;106.0;2.0;3.0;2.0;2020-03-23;-47.8875745599996;-15.772691390999599;44.339622641509436
areal;1100.0;77.0;;92.0;1.0;2.0;2.0;2020-03-23;-47.909659358999605;-15.8795284129996;11.956521739130435
guara ii;4000.0;2.0;;170.0;3.0;3.0;2.0;2020-03-23;-47.7831154629996;-15.7715028839996;23.529411764705884
taguatinga norte;1600.0;321.0;;100.0;1.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;16.0
setor habitacional jardim botanico;2750.0;3.0;500.0;200.0;3.0;3.0;3.0;2020-03-23;-47.9300930139996;-15.779971905999599;13.75
centro;1900.0;18.0;;90.0;2.0;2.0;2.0;2020-03-23;-47.3374300749996;-15.5404411019996;21.11111111111111
recanto das emas;800.0;33.0;;100.0;2.0;3.0;2.0;2020-03-23;-48.0751881979996;-15.9053205219996;8.0
guara ii;1650.0;32.0;;80.0;2.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;20.625
guara i;1700.0;6.0;370.0;84.0;2.0;2.0;2.0;2020-03-23;-47.9533295639996;-15.8412440599996;20.238095238095237
taguatinga norte;5000.0;31.0;;280.0;3.0;3.0;3.0;2020-03-23;-47.9300930139996;-15.779971905999599;17.857142857142858
lago norte;2100.0;6.0;550.0;68.0;2.0;2.0;2.0;2020-03-23;-48.188151971999595;-15.6797820799996;30.88235294117647
asa norte;6100.0;24.0;;127.0;3.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;48.031496062992126
taguatinga norte;2400.0;2.0;;110.0;3.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;21.818181818181817
asa norte;5100.0;10.0;;95.0;3.0;3.0;2.0;2020-03-23;-47.8847407649996;-15.7532661069996;53.68421052631579
noroeste;5200.0;6.0;950.0;110.0;4.0;3.0;3.0;2020-03-23;-47.9300930139996;-15.779971905999599;47.27272727272727
riacho fundo;2200.0;172.0;;240.0;1.0;3.0;2.0;2020-03-23;-48.0676295909996;-15.8711464519996;9.166666666666666
asa norte;7500.0;95.0;1700.0;98.0;2.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;76.53061224489795
asa sul;4200.0;19.0;;120.0;3.0;3.0;2.0;2020-03-23;-47.9169977919996;-15.8195399419996;35.0
lago sul;5300.0;122.0;;326.0;3.0;2.0;3.0;2020-03-23;-48.195816659999714;-15.686830167999599;16.257668711656443
centro;4500.0;336.0;;150.0;4.0;2.0;3.0;2020-03-23;-48.0828458869996;-15.8374367399996;30.0
noroeste;3500.0;3.0;628.0;72.0;2.0;2.0;2.0;2020-03-23;-47.88272963099961;-15.789225170999599;48.611111111111114
samambaia norte;1600.0;3.0;;80.0;2.0;3.0;2.0;2020-03-23;-48.0811068059996;-15.8598969589996;20.0
sudoeste;10500.0;2.0;2300.0;240.0;4.0;3.0;2.0;2020-03-23;-47.92252549399961;-15.8006985629996;43.75
jardins mangueiral;2500.0;3.0;;67.0;2.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;37.3134328358209
riacho fundo ii;2000.0;287.0;;190.0;1.0;3.0;3.0;2020-03-23;-48.06678537399961;-15.869492100999599;10.526315789473685
taguatinga norte;1050.0;237.0;;80.0;1.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;13.125
setor habitacional jardim botanico;3500.0;94.0;460.0;265.0;2.0;2.0;3.0;2020-03-23;-47.80210735099961;-15.8760603479996;13.20754716981132
asa sul;4300.0;0.0;;100.0;2.0;3.0;3.0;2020-03-23;-47.8706327579996;-15.8689720469996;43.0
guara i;2500.0;72.0;;200.0;3.0;3.0;3.0;2020-03-23;-47.9533295639996;-15.8412440599996;12.5
asa norte;4600.0;11.0;1458.0;80.0;1.0;2.0;2.0;2020-03-23;-47.8467418249996;-15.787674935999599;57.5
setor habitacional jardim botanico;2500.0;6.0;540.0;110.0;1.0;2.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;22.727272727272727
taguatinga norte;1500.0;10.0;280.0;78.0;1.0;2.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;19.23076923076923
asa norte;7800.0;75.0;;201.0;3.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;38.80597014925373
samambaia sul;1100.0;41.0;;130.0;1.0;2.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;8.461538461538462
grande colorado;2100.0;42.0;;250.0;2.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;8.4
taquari;2800.0;0.0;;170.0;2.0;3.0;3.0;2020-03-23;-47.8111905929996;-15.657133655999598;16.470588235294116
lago norte;5900.0;37.0;;267.0;2.0;3.0;2.0;2020-03-23;-47.876111093999604;-15.7202694419996;22.09737827715356
setor habitacional jardim botanico;4300.0;63.0;560.0;192.0;3.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;22.395833333333332
santa maria;950.0;117.0;;100.0;2.0;3.0;2.0;2020-03-23;-47.9065555019996;-15.777520209999599;9.5
centro;1400.0;365.0;;120.0;2.0;3.0;3.0;2020-03-23;-47.8111905929996;-15.657133655999598;11.666666666666666
riacho fundo;1600.0;143.0;;120.0;1.0;3.0;2.0;2020-03-23;-48.065813512999604;-15.8702043849996;13.333333333333334
setor habitacional jardim botanico;3900.0;353.0;600.0;190.0;3.0;3.0;3.0;2020-03-23;-48.0682395999996;-15.9602801389996;20.526315789473685
centro;800.0;365.0;;65.0;1.0;3.0;2.0;2020-03-23;-48.0828458869996;-15.8374367399996;12.307692307692308
asa norte;5500.0;19.0;1123.0;158.0;3.0;2.0;2.0;2020-03-23;-47.8851544329996;-15.748846460999598;34.81012658227848
setor de mansoes de sobradinho;1600.0;49.0;;95.0;2.0;3.0;2.0;2020-03-23;-47.7556918729996;-15.649851640999598;16.842105263157894
aguas norte;1000.0;14.0;;300.0;1.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;3.3333333333333335
park sul;4500.0;49.0;914.0;86.0;3.0;2.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;52.325581395348834
centro;3000.0;60.0;;150.0;2.0;3.0;2.0;2020-03-23;-48.0828458869996;-15.8374367399996;20.0
aguas sul;2100.0;365.0;;80.0;3.0;3.0;2.0;2020-03-23;-48.0360108679996;-15.8393215539996;26.25
samambaia norte;1300.0;243.0;;100.0;3.0;3.0;2.0;2020-03-23;-48.0751381789996;-15.8538045549996;13.0
ceilandia norte;800.0;243.0;;150.0;1.0;2.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;5.333333333333333
taguatinga norte;2500.0;0.0;;140.0;3.0;2.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;17.857142857142858
taguatinga sul;1600.0;0.0;;110.0;1.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;14.545454545454545
ceilandia norte;1500.0;0.0;;130.0;2.0;3.0;3.0;2020-03-23;-47.8114448789996;-15.6458294169996;11.538461538461538
park sul;5950.0;24.0;1548.0;120.0;1.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;49.583333333333336
taguatinga norte;1200.0;6.0;;70.0;1.0;2.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;17.142857142857142
samambaia norte;900.0;192.0;;73.0;2.0;2.0;2.0;2020-03-23;-48.1924171419996;-15.678927629999599;12.32876712328767
asa norte;3500.0;86.0;1588.0;64.0;2.0;2.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;54.6875
setor aeroporto;1100.0;209.0;450.0;93.0;2.0;3.0;2.0;2020-03-23;-47.9564752319996;-16.2599204319996;11.827956989247312
ceilandia centro;850.0;0.0;;65.0;1.0;3.0;3.0;2020-03-23;-47.9300930139996;-15.779971905999599;13.076923076923077
aguas norte;2400.0;41.0;;110.0;1.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;21.818181818181817
noroeste;5590.0;19.0;1050.0;123.0;3.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;45.447154471544714
centro;1850.0;8.0;450.0;80.0;3.0;2.0;2.0;2020-03-23;-48.1412631829996;-15.8097858349996;23.125
aguas sul;2600.0;12.0;463.0;70.0;2.0;3.0;2.0;2020-03-23;-48.205448686999596;-15.679043810999598;37.142857142857146
centro;4200.0;9.0;;201.0;4.0;3.0;3.0;2020-03-23;-47.7983599029996;-15.661114927999597;20.895522388059703
ceilandia norte;1300.0;6.0;;140.0;2.0;3.0;3.0;2020-03-23;-47.9300930139996;-15.779971905999599;9.285714285714286
aguas norte;2750.0;4.0;860.0;110.0;1.0;3.0;2.0;2020-03-23;-48.0328634249996;-15.830508187999596;25.0
lago sul;4200.0;5.0;;300.0;4.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;14.0
areal;1900.0;20.0;;95.0;2.0;3.0;3.0;2020-03-23;-47.9300930139996;-15.779971905999599;20.0
setor habitacional jardim botanico;3500.0;2.0;;352.0;2.0;2.0;2.0;2020-03-23;-48.195816659999714;-15.686830167999599;9.943181818181818
ceilandia sul;1200.0;192.0;;90.0;1.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;13.333333333333334
sobradinho;1000.0;6.0;;75.0;1.0;3.0;3.0;2020-03-23;-47.804080678999604;-15.659614515999598;13.333333333333334
sobradinho;1400.0;11.0;;80.0;2.0;3.0;3.0;2020-03-23;-47.8084562999996;-15.6580662909996;17.5
sobradinho;1700.0;67.0;;350.0;2.0;3.0;2.0;2020-03-23;-47.806812060999604;-15.658355758999601;4.857142857142857
sobradinho;1500.0;21.0;;200.0;2.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;7.5
ceilandia centro;1036.0;40.0;1.0;120.0;2.0;3.0;2.0;2020-04-10;-47.7838185639996;-15.7735846169996;8.633333333333333
sobradinho;2500.0;6.0;;230.0;1.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;10.869565217391305
taguatinga norte;3300.0;46.0;;200.0;1.0;3.0;2.0;2020-03-23;-47.9300930139996;-15.779971905999599;16.5
park sul;4100.0;53.0;941.0;75.0;2.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;54.666666666666664
taguatinga centro;1100.0;37.0;;80.0;2.0;2.0;2.0;2020-04-10;-47.957663843999605;-15.809166658999601;13.75
sudoeste;10000.0;28.0;2000.0;200.0;2.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;50.0
noroeste;5200.0;24.0;850.0;110.0;4.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;47.27272727272727
vicente pires;4900.0;175.0;300.0;350.0;4.0;3.0;2.0;2020-04-10;-47.9957557979996;-15.7777639709996;14.0
centro;3600.0;35.0;100.0;200.0;3.0;3.0;3.0;2020-04-10;-48.0101202209996;-15.836571637999599;18.0
lago sul;3800.0;43.0;;120.0;4.0;3.0;2.0;2020-04-10;-47.821022893999604;-15.8428228169996;31.666666666666668
asa norte;10300.0;3.0;;100.0;2.0;3.0;2.0;2020-04-10;-47.8467418249996;-15.787674935999599;103.0
centro;4800.0;25.0;761.0;88.0;2.0;2.0;2.0;2020-04-10;-47.9574426029996;-15.8299330869996;54.54545454545455
jardins mangueiral;2500.0;0.0;;67.0;2.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;37.3134328358209
centro;2190.0;29.0;;104.0;2.0;3.0;3.0;2020-04-10;-48.015177026999595;-15.8369248169996;21.057692307692307
guara i;3000.0;0.0;;170.0;2.0;3.0;2.0;2020-04-10;-47.8099032129996;-15.658867522999596;17.647058823529413
aguas sul;3000.0;6.0;580.0;103.0;2.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;29.12621359223301
noroeste;9000.0;51.0;1500.0;178.0;1.0;3.0;3.0;2020-04-10;-47.9148066589996;-15.748099718999601;50.561797752808985
samambaia norte;1750.0;64.0;;100.0;2.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;17.5
samambaia;2300.0;42.0;;120.0;2.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;19.166666666666668
zona industrial;4995.0;169.0;1170.0;96.0;3.0;3.0;2.0;2020-04-10;-47.9540530539997;-15.8235245419996;52.03125
asa norte;6100.0;35.0;1100.0;128.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;47.65625
vicente pires;3600.0;25.0;100.0;200.0;3.0;3.0;3.0;2020-04-10;-47.828894316999595;-15.639296940999598;18.0
vicente pires;4000.0;129.0;172.0;195.0;4.0;3.0;3.0;2020-04-10;-47.8051315699996;-15.6558832269996;20.512820512820515
aguas norte;2300.0;126.0;715.0;110.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;20.90909090909091
samambaia norte;1600.0;88.0;;120.0;2.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;13.333333333333334
setor habitacional jardim botanico;2950.0;0.0;590.0;120.0;4.0;3.0;3.0;2020-04-10;-47.80210735099961;-15.8760603479996;24.583333333333332
noroeste;8500.0;38.0;;170.0;4.0;3.0;2.0;2020-04-10;-47.88272963099961;-15.789225170999599;50.0
noroeste;5700.0;43.0;900.0;148.0;4.0;3.0;2.0;2020-04-10;-47.88272963099961;-15.789225170999599;38.513513513513516
grande colorado;2600.0;75.0;360.0;200.0;2.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;13.0
samambaia;3000.0;25.0;65.0;347.0;4.0;3.0;2.0;2020-04-10;-48.2014114119996;-15.6875380189996;8.645533141210375
asa norte;8000.0;24.0;;99.0;2.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;80.8080808080808
lago norte;8000.0;60.0;;250.0;4.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;32.0
aguas sul;2600.0;7.0;463.0;70.0;2.0;3.0;2.0;2020-04-10;-48.205448686999596;-15.679043810999598;37.142857142857146
sobradinho;4000.0;239.0;;235.0;2.0;3.0;2.0;2020-04-10;-47.77980464799961;-15.658697644999599;17.02127659574468
asa norte;9500.0;169.0;;244.0;4.0;3.0;2.0;2020-04-10;-47.88272963099961;-15.789225170999599;38.9344262295082
aguas norte;2000.0;29.0;550.0;85.0;3.0;2.0;2.0;2020-04-10;-48.0103255859996;-15.8323256209996;23.529411764705884
taguatinga centro;3000.0;42.0;;180.0;1.0;3.0;2.0;2020-04-10;-47.7974211569996;-15.6420052489996;16.666666666666668
sudoeste;4400.0;11.0;1560.0;138.0;4.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;31.884057971014492
asa norte;5100.0;2.0;;98.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;52.04081632653061
guara i;2500.0;90.0;;200.0;3.0;3.0;3.0;2020-04-10;-47.9533295639996;-15.8412440599996;12.5
guara ii;3700.0;30.0;;290.0;4.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;12.758620689655173
noroeste;16000.0;0.0;2296.0;255.0;4.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;62.745098039215684
aguas norte;2400.0;59.0;;110.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;21.818181818181817
asa norte;4000.0;6.0;610.0;73.0;3.0;2.0;2.0;2020-04-10;-47.88272963099961;-15.789225170999599;54.794520547945204
asa sul;3200.0;31.0;;100.0;2.0;3.0;2.0;2020-04-10;-47.8706327579996;-15.8689720469996;32.0
ceilandia norte;1300.0;24.0;;140.0;2.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;9.285714285714286
sobradinho;1400.0;29.0;;80.0;2.0;3.0;3.0;2020-04-10;-47.8084562999996;-15.6580662909996;17.5
guara i;1700.0;24.0;370.0;84.0;2.0;2.0;2.0;2020-04-10;-47.9533295639996;-15.8412440599996;20.238095238095237
setor de mansoes de sobradinho;1600.0;67.0;;95.0;2.0;3.0;2.0;2020-04-10;-47.7556918729996;-15.649851640999598;16.842105263157894
setor habitacional jardim botanico;2750.0;21.0;500.0;200.0;3.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;13.75
setor aeroporto;1100.0;227.0;450.0;93.0;2.0;3.0;2.0;2020-04-10;-47.9564752319996;-16.2599204319996;11.827956989247312
noroeste;7000.0;34.0;1200.0;167.0;4.0;3.0;2.0;2020-04-10;-47.88272963099961;-15.789225170999599;41.91616766467066
taguatinga norte;1600.0;0.0;;100.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;16.0
grande colorado;2400.0;13.0;340.0;200.0;2.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;12.0
taguatinga norte;1600.0;339.0;;100.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;16.0
park sul;4500.0;67.0;914.0;86.0;3.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;52.325581395348834
sudoeste;6000.0;0.0;860.0;114.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;52.63157894736842
asa sul;5000.0;29.0;;168.0;3.0;3.0;3.0;2020-04-10;-47.9223250729996;-15.822151772999597;29.761904761904763
taguatinga norte;1500.0;28.0;280.0;78.0;1.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;19.23076923076923
jardins mangueiral;2500.0;1.0;1.0;80.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;31.25
asa norte;4700.0;21.0;862.0;106.0;2.0;3.0;2.0;2020-04-10;-47.8875745599996;-15.772691390999599;44.339622641509436
ceilandia sul;1200.0;210.0;;90.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;13.333333333333334
asa norte;5100.0;28.0;;95.0;3.0;3.0;2.0;2020-04-10;-47.8847407649996;-15.7532661069996;53.68421052631579
samambaia norte;900.0;210.0;;73.0;2.0;2.0;2.0;2020-04-10;-48.1924171419996;-15.678927629999599;12.32876712328767
asa sul;4300.0;0.0;;100.0;2.0;3.0;3.0;2020-04-10;-47.8706327579996;-15.8689720469996;43.0
asa norte;5500.0;25.0;900.0;93.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;59.13978494623656
taguatinga norte;1050.0;255.0;;80.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;13.125
santa maria;950.0;135.0;;100.0;2.0;3.0;2.0;2020-04-10;-47.9065555019996;-15.777520209999599;9.5
guara ii;4000.0;20.0;;170.0;3.0;3.0;2.0;2020-04-10;-47.7831154629996;-15.7715028839996;23.529411764705884
taguatinga norte;1200.0;24.0;;70.0;1.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;17.142857142857142
taguatinga norte;2500.0;0.0;;140.0;3.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;17.857142857142858
lago sul;3000.0;7.0;300.0;170.0;2.0;3.0;2.0;2020-04-10;-48.195816659999714;-15.686830167999599;17.647058823529413
sobradinho;2500.0;24.0;;230.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;10.869565217391305
areal;1100.0;95.0;;92.0;1.0;2.0;2.0;2020-04-10;-47.909659358999605;-15.8795284129996;11.956521739130435
cruzeiro velho;2700.0;66.0;;90.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;30.0
asa norte;5500.0;2.0;1150.0;158.0;2.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;34.81012658227848
centro;1200.0;178.0;;65.0;1.0;3.0;2.0;2020-04-10;-48.0828458869996;-15.8374367399996;18.46153846153846
aguas sul;3300.0;24.0;650.0;117.0;3.0;3.0;2.0;2020-04-10;-48.0277490319996;-16.0259588099996;28.205128205128204
asa norte;5500.0;37.0;1123.0;158.0;3.0;2.0;2.0;2020-04-10;-47.8851544329996;-15.748846460999598;34.81012658227848
park sul;5950.0;42.0;1548.0;120.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;49.583333333333336
centro;800.0;365.0;;65.0;1.0;3.0;2.0;2020-04-10;-48.0828458869996;-15.8374367399996;12.307692307692308
jardins mangueiral;1900.0;1.0;1.0;67.0;2.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;28.35820895522388
riacho fundo;1600.0;161.0;;120.0;1.0;3.0;2.0;2020-04-10;-48.065813512999604;-15.8702043849996;13.333333333333334
sudoeste;10500.0;2.0;2300.0;240.0;4.0;3.0;2.0;2020-04-10;-47.92252549399961;-15.8006985629996;43.75
centro;1900.0;36.0;;90.0;2.0;2.0;2.0;2020-04-10;-47.3374300749996;-15.5404411019996;21.11111111111111
cruzeiro velho;3800.0;210.0;;120.0;3.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;31.666666666666668
taquari;2800.0;0.0;;170.0;2.0;3.0;3.0;2020-04-10;-47.8111905929996;-15.657133655999598;16.470588235294116
guara ii;1650.0;50.0;;80.0;2.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;20.625
taguatinga norte;5000.0;49.0;;280.0;3.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;17.857142857142858
aguas sul;2900.0;10.0;600.0;65.0;1.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;44.61538461538461
lago norte;5900.0;55.0;;267.0;2.0;3.0;2.0;2020-04-10;-47.876111093999604;-15.7202694419996;22.09737827715356
asa sul;3900.0;37.0;;120.0;3.0;3.0;2.0;2020-04-10;-47.9169977919996;-15.8195399419996;32.5
lago sul;5300.0;140.0;;326.0;3.0;2.0;3.0;2020-04-10;-48.195816659999714;-15.686830167999599;16.257668711656443
asa sul;3750.0;51.0;;150.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;25.0
asa norte;7500.0;113.0;1700.0;98.0;2.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;76.53061224489795
centro;4500.0;354.0;;150.0;4.0;2.0;3.0;2020-04-10;-48.0828458869996;-15.8374367399996;30.0
vila planalto;4000.0;365.0;;240.0;3.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;16.666666666666668
setor habitacional jardim botanico;2000.0;7.0;418.0;180.0;2.0;3.0;2.0;2020-04-10;-48.205448686999596;-15.679043810999598;11.11111111111111
lago sul;4200.0;23.0;;300.0;4.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;14.0
setor habitacional jardim botanico;2500.0;24.0;540.0;110.0;1.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;22.727272727272727
centro;3000.0;78.0;;150.0;2.0;3.0;2.0;2020-04-10;-48.0828458869996;-15.8374367399996;20.0
setor habitacional jardim botanico;4000.0;10.0;560.0;192.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;20.833333333333332
asa norte;4600.0;29.0;1458.0;80.0;1.0;2.0;2.0;2020-04-10;-47.8467418249996;-15.787674935999599;57.5
centro;1200.0;104.0;;80.0;1.0;2.0;2.0;2020-04-10;-48.0828458869996;-15.8374367399996;15.0
asa norte;5100.0;98.0;;95.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;53.68421052631579
asa norte;7800.0;93.0;;201.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;38.80597014925373
lago sul;5500.0;153.0;1500.0;153.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;35.947712418300654
samambaia sul;1100.0;59.0;;130.0;1.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;8.461538461538462
sudoeste;6300.0;32.0;750.0;200.0;4.0;3.0;2.0;2020-04-10;-47.9191019049996;-15.799648437999599;31.5
asa norte;6100.0;42.0;;127.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;48.031496062992126
setor habitacional jardim botanico;3000.0;28.0;560.0;215.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;13.953488372093023
setor habitacional jardim botanico;2800.0;38.0;600.0;195.0;2.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;14.35897435897436
setor habitacional jardim botanico;4100.0;72.0;;250.0;3.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;16.4
noroeste;5000.0;24.0;;91.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;54.94505494505494
noroeste;5500.0;24.0;;101.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;54.45544554455446
noroeste;6000.0;27.0;;91.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;65.93406593406593
noroeste;4250.0;29.0;750.0;77.0;3.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;55.1948051948052
guara i;1800.0;18.0;;90.0;3.0;3.0;2.0;2020-04-10;-48.0769570409996;-15.8112350469996;20.0
ceilandia norte;1350.0;17.0;;90.0;1.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;15.0
samambaia sul;1200.0;14.0;;70.0;1.0;2.0;2.0;2020-04-10;-48.0866890589996;-15.9632524019996;17.142857142857142
aguas sul;2800.0;6.0;650.0;90.0;2.0;3.0;2.0;2020-04-10;-47.8737693659996;-15.7896288469996;31.11111111111111
ceilandia sul;900.0;2.0;;135.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;6.666666666666667
lago norte;2100.0;24.0;550.0;68.0;2.0;2.0;2.0;2020-04-10;-48.188151971999595;-15.6797820799996;30.88235294117647
aguas norte;3000.0;1.0;650.0;110.0;2.0;3.0;2.0;2020-04-10;-48.017994568999605;-15.838153662999597;27.272727272727273
centro;1850.0;26.0;450.0;80.0;3.0;2.0;2.0;2020-04-10;-48.1412631829996;-15.8097858349996;23.125
centro;13500.0;25.0;;136.0;2.0;3.0;3.0;2020-04-10;-48.0828458869996;-15.8374367399996;99.26470588235294
asa norte;6500.0;2.0;1554.0;72.0;2.0;2.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;90.27777777777777
guara ii;1900.0;0.0;;82.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;23.170731707317074
guara ii;3500.0;0.0;;170.0;3.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;20.58823529411765
guara ii;3500.0;0.0;;130.0;4.0;3.0;3.0;2020-04-10;-47.9300930139996;-15.779971905999599;26.923076923076923
guara ii;2800.0;0.0;550.0;73.0;1.0;3.0;2.0;2020-04-10;-47.9300930139996;-15.779971905999599;38.35616438356164
